"","Overall","Q1","Q2","Q3","Q4"
"number_of_analysts",15.1507395498392,13.8256743256743,16.1697722567288,15.8342653787494,14.7982924226254
"forecasted_earnings",3.074205978979,3.00810502000952,3.06877363456066,2.73080078453189,3.51086949378723
"actual_earnings",2.48254295819936,2.75815034965035,2.57119202898551,2.29735729537367,2.29109375667022
"scaled_forecast",0.0159824663151221,0.00374226695774842,0.00825936981022374,0.0143299201366688,0.0390570098347086
"price",39.3996118647355,51.3653888449135,44.5995040117309,34.9937715833866,25.8801938770631
"market_value",23920649.7146767,40969581.0253998,24590955.033157,18242370.2393095,10976244.8954
