"","Overall","Q1","Q2","Q3","Q4"
"number_of_analysts",9.14107883817427,8.2306143001007,8.38198757763975,9.34737923946557,10.6958874458874
"forecasted_earnings",1.93250830574377,0.792881984284978,1.76886540031779,2.141621598842,3.10811517767614
"actual_earnings",1.33368106846473,0.602157502517623,1.15479565217391,1.17519568345324,2.47373787878788
"scaled_forecast",0.0159824663151221,0.0184240931916149,0.0195141695062464,0.0143944041099162,0.0113174130030766
"price",20.8113547665274,10.6272934853395,18.1310433574047,23.8685217463046,31.3387684051736
"market_value",3443168.58735961,491054.582887325,1369851.57638921,3178523.33997285,9061970.82193288
