"","Overall","Q1","Q2","Q3","Q4"
"number_of_analysts",15.1507395498392,13.092,15.5072463768116,16.7880020335536,15.2617270788913
"forecasted_earnings",3.074205978979,1.76762437439034,3.03728463335418,2.77109819170985,4.82298437262661
"actual_earnings",2.48254295819936,0.7480677,2.70362355072464,2.39806298932384,4.19256156716418
"scaled_forecast",0.0159824663151221,0.0184240931916149,0.0195141695062464,0.0143944041099162,0.0113174130030766
"price",39.3996118647355,22.9998208173901,35.2622293749476,40.7118750061544,59.7683663774168
"market_value",23920649.7146767,2005645.28278196,6361281.54911475,14885079.726822,74841584.8563426
