"","Overall","Q1","Q2","Q3","Q4"
"number_of_analysts",9.94878833775085,8.73584905660377,8.05031446540881,11.1320754716981,11.3835616438356
"forecasted_earnings",1.72388477509561,0.58599281858516,1.12000464811812,1.35518131192773,3.09632397145342
"actual_earnings",1.33662481067777,0.699598113207547,0.866630188679245,1.12454150943396,3.51352191780822
"scaled_forecast",0.0159824663151221,0.0184240931916149,0.0195141695062464,0.0143944041099162,0.0113174130030766
"price",21.2133073787454,18.3724353258551,17.4776492610801,23.0218505248782,43.7197974571079
"market_value",3530483.34065258,1209898.51131599,1871993.75556622,4976334.10056771,15604319.4921528
