"","month_of_analyst_forecast","monthly_returns","excess_returns","February","March","April","May","June","July","August","September","October","November","December","quartile_market_capitalization","quartile_feps","quartile_analyst_following"
"2771","6",-0.0824607089161873,-0.0824607089161873,0,0,0,0,1,0,0,0,0,0,0,4,4,4
"2772","7",0.0504041276872158,-0.0695958723127842,0,0,0,0,0,1,0,0,0,0,0,4,4,4
"2773","8",0.0301990322768688,-0.0198009677231312,0,0,0,0,0,0,1,0,0,0,0,4,4,4
"2774","9",0.00288698798976839,-0.0771130120102316,0,0,0,0,0,0,0,1,0,0,0,4,4,4
"2775","10",0.12223207205534,0.16223207205534,0,0,0,0,0,0,0,0,1,0,0,4,4,4
"2776","11",0.031685933470726,-0.018314066529274,0,0,0,0,0,0,0,0,0,1,0,4,4,4
"2777","12",-0.0135213593021035,-0.0735213593021035,0,0,0,0,0,0,0,0,0,0,1,4,4,4
"2778","1",0.082159623503685,-0.047840376496315,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"2779","2",-0.0238611716777086,-0.113861171677709,1,0,0,0,0,0,0,0,0,0,0,4,1,1
"2780","3",-0.0387555547058582,-0.0687555547058582,0,1,0,0,0,0,0,0,0,0,0,4,1,1
"2781","4",-0.0610328651964665,-0.0410328651964665,0,0,1,0,0,0,0,0,0,0,0,4,1,1
"2782","5",0.00499999988824129,-0.00500000011175871,0,0,0,1,0,0,0,0,0,0,0,4,1,1
"2783","6",0.0710447728633881,0.0410447728633881,0,0,0,0,1,0,0,0,0,0,0,4,1,1
"2784","7",0.0235849060118198,-0.0164150939881802,0,0,0,0,0,1,0,0,0,0,0,4,1,1
"2785","8",0.105990782380104,0.075990782380104,0,0,0,0,0,0,1,0,0,0,0,4,1,1
"2786","9",0.0928333327174187,0.102833332717419,0,0,0,0,0,0,0,1,0,0,0,4,1,1
"2787","10",-0.0810810774564743,0.198918922543526,0,0,0,0,0,0,0,0,1,0,0,4,1,1
"2788","11",-0.11344537883997,-0.04344537883997,0,0,0,0,0,0,0,0,0,1,0,4,1,1
"2789","12",0.0250236969441175,-0.0549763030558825,0,0,0,0,0,0,0,0,0,0,1,4,1,1
"2790","1",-0.0918114110827446,-0.0018114110827446,0,0,0,0,0,0,0,0,0,0,0,4,1,3
"2791","2",-0.0355191268026829,-0.0455191268026829,1,0,0,0,0,0,0,0,0,0,0,4,1,3
"2792","3",0.0538243614137173,0.0138243614137173,0,1,0,0,0,0,0,0,0,0,0,4,1,3
"2793","4",-0.0644086003303528,-0.0344086003303528,0,0,1,0,0,0,0,0,0,0,0,4,1,3
"2794","5",0.0639534890651703,-0.0160465109348297,0,0,0,1,0,0,0,0,0,0,0,4,1,3
"2795","6",-0.0273224040865898,-0.0273224040865898,0,0,0,0,1,0,0,0,0,0,0,4,1,3
"2796","7",-0.025168539956212,-0.005168539956212,0,0,0,0,0,1,0,0,0,0,0,4,1,3
"2797","8",-0.0874635577201843,0.0325364422798157,0,0,0,0,0,0,1,0,0,0,0,4,1,3
"2798","9",0.130990415811539,0.220990415811539,0,0,0,0,0,0,0,1,0,0,0,4,1,3
"2799","10",0.0283615812659264,0.0583615812659264,0,0,0,0,0,0,0,0,1,0,0,4,1,3
"2800","11",-0.00833333376795053,-0.0983333337679505,0,0,0,0,0,0,0,0,0,1,0,4,1,3
"2801","12",0.0253221280872822,-0.0146778719127178,0,0,0,0,0,0,0,0,0,0,1,4,1,3
"2802","3",0.0284016653895378,-0.0415983346104622,0,1,0,0,0,0,0,0,0,0,0,1,4,3
"2803","4",0.0574983507394791,0.0274983507394791,0,0,1,0,0,0,0,0,0,0,0,1,4,3
"2804","5",-0.0238473769277334,-0.0238473769277334,0,0,0,1,0,0,0,0,0,0,0,1,4,3
"2805","6",-0.0011736280284822,0.0288263719715178,0,0,0,0,1,0,0,0,0,0,0,1,4,3
"2806","7",-0.07450982183218,0.00549017816782001,0,0,0,0,0,1,0,0,0,0,0,1,4,3
"2807","8",0.0381355918943882,0.0181355918943882,0,0,0,0,0,0,1,0,0,0,0,1,4,3
"2808","9",0.0259561482816935,0.0859561482816935,0,0,0,0,0,0,0,1,0,0,0,1,4,3
"2809","10",-0.0332225896418095,-0.0532225896418095,0,0,0,0,0,0,0,0,1,0,0,1,4,3
"2810","11",-0.0649484992027283,-0.124948499202728,0,0,0,0,0,0,0,0,0,1,0,1,4,3
"2811","12",0.145323097705841,0.135323097705841,0,0,0,0,0,0,0,0,0,0,1,1,4,3
"2812","2",0.153648227453232,0.173648227453232,1,0,0,0,0,0,0,0,0,0,0,3,4,2
"2813","3",-0.000787286146078259,0.0192127138539217,0,1,0,0,0,0,0,0,0,0,0,3,4,2
"2814","4",0.0667986497282982,0.0367986497282982,0,0,1,0,0,0,0,0,0,0,0,3,4,2
"2815","5",0.118302255868912,0.078302255868912,0,0,0,1,0,0,0,0,0,0,0,3,4,2
"2816","6",0.0106229670345783,0.0606229670345783,0,0,0,0,1,0,0,0,0,0,0,3,4,2
"2817","7",-0.206092581152916,-0.196092581152916,0,0,0,0,0,1,0,0,0,0,0,3,4,2
"2818","8",0.0375398099422455,0.0275398099422455,0,0,0,0,0,0,1,0,0,0,0,3,4,2
"2819","9",-0.117089428007603,0.002910571992397,0,0,0,0,0,0,0,1,0,0,0,3,4,2
"2820","10",-0.2254678606987,-0.0754678606987,0,0,0,0,0,0,0,0,1,0,0,3,4,2
"2821","11",-0.0805342495441437,0.0194657504558563,0,0,0,0,0,0,0,0,0,1,0,3,4,2
"2822","12",0.00149536796379834,-0.0485046320362017,0,0,0,0,0,0,0,0,0,0,1,3,4,2
"2823","1",0.174698799848556,0.044698799848556,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"2824","2",0.230769231915474,0.140769231915474,1,0,0,0,0,0,0,0,0,0,0,1,2,2
"2825","3",0.0625,0.0325,0,1,0,0,0,0,0,0,0,0,0,1,2,2
"2826","4",-0.0588235296308994,-0.0388235296308994,0,0,1,0,0,0,0,0,0,0,0,1,2,2
"2827","5",0.0625,0.0525,0,0,0,1,0,0,0,0,0,0,0,1,2,2
"2828","6",0.117647059261799,0.087647059261799,0,0,0,0,1,0,0,0,0,0,0,1,2,2
"2829","7",0.35438597202301,0.31438597202301,0,0,0,0,0,1,0,0,0,0,0,1,2,2
"2830","8",-0.0958549231290817,-0.125854923129082,0,0,0,0,0,0,1,0,0,0,0,1,2,2
"2831","9",0.206303730607033,0.216303730607033,0,0,0,0,0,0,0,1,0,0,0,1,2,2
"2832","10",-0.389548689126968,-0.109548689126968,0,0,0,0,0,0,0,0,1,0,0,1,2,2
"2833","11",0.249805450439453,0.319805450439453,0,0,0,0,0,0,0,0,0,1,0,1,2,2
"2834","12",0.174999997019768,0.094999997019768,0,0,0,0,0,0,0,0,0,0,1,1,2,2
"2835","1",-0.0951374173164368,0.00486258268356321,0,0,0,0,0,0,0,0,0,0,0,1,4,2
"2836","2",0.0607476644217968,0.0507476644217968,1,0,0,0,0,0,0,0,0,0,0,1,4,2
"2837","3",0.0915178582072258,0.0515178582072258,0,1,0,0,0,0,0,0,0,0,0,1,4,2
"2838","4",-0.06134969368577,-0.02134969368577,0,0,1,0,0,0,0,0,0,0,0,1,4,2
"2839","5",0.0413943342864513,-0.0586056657135487,0,0,0,1,0,0,0,0,0,0,0,1,4,2
"2840","6",0.00847457628697157,0.00847457628697157,0,0,0,0,1,0,0,0,0,0,0,1,4,2
"2841","7",0.170168071985245,0.210168071985245,0,0,0,0,0,1,0,0,0,0,0,1,4,2
"2842","8",-0.116696588695049,0.013303411304951,0,0,0,0,0,0,1,0,0,0,0,1,4,2
"2843","9",-0.139917701482773,-0.019917701482773,0,0,0,0,0,0,0,1,0,0,0,1,4,2
"2844","10",-0.0454545468091965,0.0145454531908035,0,0,0,0,0,0,0,0,1,0,0,1,4,2
"2845","11",0.0651629045605659,-0.0348370954394341,0,0,0,0,0,0,0,0,0,1,0,1,4,2
"2846","12",0.0811455845832825,0.0411455845832825,0,0,0,0,0,0,0,0,0,0,1,1,4,2
"2847","2",0.100000001490116,0.030000001490116,1,0,0,0,0,0,0,0,0,0,0,1,2,2
"2848","3",0.167103037238121,0.077103037238121,0,1,0,0,0,0,0,0,0,0,0,1,2,2
"2849","4",0.0408921949565411,0.0308921949565411,0,0,1,0,0,0,0,0,0,0,0,1,2,2
"2850","5",-0.0550111420452595,-0.0850111420452595,0,0,0,1,0,0,0,0,0,0,0,1,2,2
"2851","6",-0.0757575780153275,-0.0957575780153275,0,0,0,0,1,0,0,0,0,0,0,1,2,2
"2852","7",0.254098355770111,0.164098355770111,0,0,0,0,0,1,0,0,0,0,0,1,2,2
"2853","1",-0.0419580414891243,-0.0619580414891243,0,0,0,0,0,0,0,0,0,0,0,2,4,2
"2854","2",-0.0291970800608396,-0.0391970800608396,1,0,0,0,0,0,0,0,0,0,0,2,4,2
"2855","3",0.263157904148102,0.213157904148102,0,1,0,0,0,0,0,0,0,0,0,2,4,2
"2856","4",-0.0178571436554193,-0.0178571436554193,0,0,1,0,0,0,0,0,0,0,0,2,4,2
"2857","5",0.448484838008881,0.448484838008881,0,0,0,1,0,0,0,0,0,0,0,2,4,2
"2858","6",-0.146443516016006,-0.176443516016006,0,0,0,0,1,0,0,0,0,0,0,2,4,2
"2859","7",-0.156862750649452,-0.186862750649452,0,0,0,0,0,1,0,0,0,0,0,2,4,2
"2860","8",0.290697664022446,0.260697664022446,0,0,0,0,0,0,1,0,0,0,0,2,4,2
"2861","9",0.022522522136569,0.012522522136569,0,0,0,0,0,0,0,1,0,0,0,2,4,2
"2862","10",-0.0792951509356499,-0.0592951509356499,0,0,0,0,0,0,0,0,1,0,0,2,4,2
"2863","11",0.110047847032547,0.110047847032547,0,0,0,0,0,0,0,0,0,1,0,2,4,2
"2864","12",0.357758611440659,0.297758611440659,0,0,0,0,0,0,0,0,0,0,1,2,4,2
"2865","1",-0.111111111938953,-0.211111111938953,0,0,0,0,0,0,0,0,0,0,0,2,4,3
"2866","2",-0.0371428355574608,-0.0171428355574608,1,0,0,0,0,0,0,0,0,0,0,2,4,3
"2867","3",-0.0682492926716805,-0.0182492926716805,0,1,0,0,0,0,0,0,0,0,0,2,4,3
"2868","4",0.217197507619858,0.137197507619858,0,0,1,0,0,0,0,0,0,0,0,2,4,3
"2869","5",0.104133948683739,0.054133948683739,0,0,0,1,0,0,0,0,0,0,0,2,4,3
"2870","6",-0.191943183541298,-0.191943183541298,0,0,0,0,1,0,0,0,0,0,0,2,4,3
"2871","7",-0.00351903052069247,0.00648096947930753,0,0,0,0,0,1,0,0,0,0,0,2,4,3
"2872","8",0.0300176721066236,0.0400176721066236,0,0,0,0,0,0,1,0,0,0,0,2,4,3
"2873","9",-0.186857163906097,-0.056857163906097,0,0,0,0,0,0,0,1,0,0,0,2,4,3
"2874","10",0.195361971855164,0.155361971855164,0,0,0,0,0,0,0,0,1,0,0,2,4,3
"2875","11",-0.0152851399034262,-0.0852851399034262,0,0,0,0,0,0,0,0,0,1,0,2,4,3
"2876","12",0.149850755929947,0.089850755929947,0,0,0,0,0,0,0,0,0,0,1,2,4,3
"2877","2",0.0689737275242805,0.0789737275242805,1,0,0,0,0,0,0,0,0,0,0,2,3,2
"2878","3",0.0997990146279335,0.119799014627934,0,1,0,0,0,0,0,0,0,0,0,2,3,2
"2879","4",0.175285026431084,0.125285026431084,0,0,1,0,0,0,0,0,0,0,0,2,3,2
"2880","5",0.243547573685646,0.203547573685646,0,0,0,1,0,0,0,0,0,0,0,2,3,2
"2881","6",0.0904025286436081,0.150402528643608,0,0,0,0,1,0,0,0,0,0,0,2,3,2
"2882","7",-0.240546733140945,-0.230546733140945,0,0,0,0,0,1,0,0,0,0,0,2,3,2
"2883","8",0.0625735446810722,0.0525735446810722,0,0,0,0,0,0,1,0,0,0,0,2,3,2
"2884","9",-0.169859111309052,-0.059859111309052,0,0,0,0,0,0,0,1,0,0,0,2,3,2
"2885","10",-0.467674046754837,-0.297674046754837,0,0,0,0,0,0,0,0,1,0,0,2,3,2
"2886","11",-0.278476476669312,-0.188476476669312,0,0,0,0,0,0,0,0,0,1,0,2,3,2
"2887","12",-0.194223091006279,-0.244223091006279,0,0,0,0,0,0,0,0,0,0,1,2,3,2
"2888","2",-0.00341531354933977,0.14658468645066,1,0,0,0,0,0,0,0,0,0,0,1,4,3
"2889","3",0.131596922874451,-0.00840307712554902,0,1,0,0,0,0,0,0,0,0,0,1,4,3
"2890","4",0.403764516115189,0.123764516115189,0,0,1,0,0,0,0,0,0,0,0,1,4,3
"2891","5",0.216262966394424,0.076262966394424,0,0,0,1,0,0,0,0,0,0,0,1,4,3
"2892","6",-0.0931721478700638,-0.0831721478700638,0,0,0,0,1,0,0,0,0,0,0,1,4,3
"2893","7",0.11960781365633,-0.01039218634367,0,0,0,0,0,1,0,0,0,0,0,1,4,3
"2894","8",0.0143607659265399,-0.0656392340734601,0,0,0,0,0,0,1,0,0,0,0,1,4,3
"2895","9",0.254489034414291,0.174489034414291,0,0,0,0,0,0,0,1,0,0,0,1,4,3
"2896","10",0.132818952202797,0.182818952202797,0,0,0,0,0,0,0,0,1,0,0,1,4,3
"2897","11",0.00583794340491295,-0.054162056595087,0,0,0,0,0,0,0,0,0,1,0,1,4,3
"2898","12",0.164933487772942,0.104933487772942,0,0,0,0,0,0,0,0,0,0,1,1,4,3
"2899","1",0.197115391492844,0.048301390492844,0,0,0,0,0,0,0,0,0,0,0,2,3,1
"2900","2",0.068273089826107,-0.048814605173893,1,0,0,0,0,0,0,0,0,0,0,2,3,1
"2901","3",0.0348872169852257,0.0201107439852257,0,1,0,0,0,0,0,0,0,0,0,2,3,1
"2902","4",-0.0656934306025505,-0.0536070116025505,0,0,1,0,0,0,0,0,0,0,0,2,3,1
"2903","5",0.09375,0.089897948,0,0,0,1,0,0,0,0,0,0,0,2,3,1
"2904","6",0.0334285721182823,0.0108964881182823,0,0,0,0,1,0,0,0,0,0,0,2,3,1
"2905","7",0.0833333358168602,0.0635995708168602,0,0,0,0,0,1,0,0,0,0,0,2,3,1
"2906","8",0,-0.026840797,0,0,0,0,0,0,1,0,0,0,0,2,3,1
"2907","9",0.0235897433012724,0.0382592713012724,0,0,0,0,0,0,0,1,0,0,0,2,3,1
"2908","10",-0.147798746824264,0.154410720175736,0,0,0,0,0,0,0,0,1,0,0,2,3,1
"2909","11",-0.084870845079422,-0.017851994079422,0,0,0,0,0,0,0,0,0,1,0,2,3,1
"2910","12",0.0820967778563499,0.00817437085634991,0,0,0,0,0,0,0,0,0,0,1,2,3,1
"2911","1",0.118032783269882,-0.031967216730118,0,0,0,0,0,0,0,0,0,0,0,1,1,3
"2912","2",0.0756457597017288,-0.0143542402982712,1,0,0,0,0,0,0,0,0,0,0,1,1,3
"2913","3",-0.00686106365174055,-0.0168610636517405,0,1,0,0,0,0,0,0,0,0,0,1,1,3
"2914","4",-0.0259067360311747,0.0140932639688253,0,0,1,0,0,0,0,0,0,0,0,1,1,3
"2915","5",-0.069858156144619,-0.069858156144619,0,0,0,1,0,0,0,0,0,0,0,1,1,3
"2916","6",0.105566218495369,0.065566218495369,0,0,0,0,1,0,0,0,0,0,0,1,1,3
"2917","7",0.0322916656732559,-0.0077083343267441,0,0,0,0,0,1,0,0,0,0,0,1,1,3
"2918","8",-0.0423011854290962,-0.0723011854290962,0,0,0,0,0,0,1,0,0,0,0,1,1,3
"2919","9",-0.0212014131247997,-0.0112014131247997,0,0,0,0,0,0,0,1,0,0,0,1,1,3
"2920","10",-0.240072205662727,0.039927794337273,0,0,0,0,0,0,0,0,1,0,0,1,1,3
"2921","11",-0.114964373409748,-0.034964373409748,0,0,0,0,0,0,0,0,0,1,0,1,1,3
"2922","12",0.0108401086181402,-0.0991598913818598,0,0,0,0,0,0,0,0,0,0,1,1,1,3
"2923","1",-0.014388489536941,0.075611510463059,0,0,0,0,0,0,0,0,0,0,0,1,1,4
"2924","2",-0.129927009344101,-0.139927009344101,1,0,0,0,0,0,0,0,0,0,0,1,1,4
"2925","3",0.0275423731654882,-0.0124576268345118,0,1,0,0,0,0,0,0,0,0,0,1,1,4
"2926","4",-0.0639175251126289,-0.0339175251126289,0,0,1,0,0,0,0,0,0,0,0,1,1,4
"2927","5",0.171365633606911,0.091365633606911,0,0,0,1,0,0,0,0,0,0,0,1,1,4
"2928","6",-0.0265654642134905,-0.0265654642134905,0,0,0,0,1,0,0,0,0,0,0,1,1,4
"2929","7",0.181286543607712,0.201286543607712,0,0,0,0,0,1,0,0,0,0,0,1,1,4
"2930","8",-0.0547854788601398,0.0652145211398602,0,0,0,0,0,0,1,0,0,0,0,1,1,4
"2931","9",-0.00528169004246593,0.0847183099575341,0,0,0,0,0,0,0,1,0,0,0,1,1,4
"2932","10",0.0300884954631329,0.0600884954631329,0,0,0,0,0,0,0,0,1,0,0,1,1,4
"2933","11",0.118213057518005,0.028213057518005,0,0,0,0,0,0,0,0,0,1,0,1,1,4
"2934","12",0,-0.04,0,0,0,0,0,0,0,0,0,0,1,1,1,4
"2935","1",0.0740740746259689,0.0640740746259689,0,0,0,0,0,0,0,0,0,0,0,1,3,2
"2936","2",-0.112068966031074,-0.132068966031074,1,0,0,0,0,0,0,0,0,0,0,1,3,2
"2937","3",-0.126213595271111,-0.136213595271111,0,1,0,0,0,0,0,0,0,0,0,1,3,2
"2938","4",-0.122222222387791,-0.092222222387791,0,0,1,0,0,0,0,0,0,0,0,1,3,2
"2939","5",0.101265825331211,0.071265825331211,0,0,0,1,0,0,0,0,0,0,0,1,3,2
"2940","6",-0.0459770113229752,-0.0559770113229752,0,0,0,0,1,0,0,0,0,0,0,1,3,2
"2941","7",0.0361445769667625,0.0061445769667625,0,0,0,0,0,1,0,0,0,0,0,1,3,2
"2942","8",0.0465116277337074,0.0965116277337074,0,0,0,0,0,0,1,0,0,0,0,1,3,2
"2943","9",0.144444450736046,0.184444450736046,0,0,0,0,0,0,0,1,0,0,0,1,3,2
"2944","10",-0.155339807271957,-0.145339807271957,0,0,0,0,0,0,0,0,1,0,0,1,3,2
"2945","11",0.0344827584922314,-0.0255172415077686,0,0,0,0,0,0,0,0,0,1,0,1,3,2
"2946","12",0.164444446563721,0.144444446563721,0,0,0,0,0,0,0,0,0,0,1,1,3,2
"2947","1",0.0454545468091965,-0.0845454531908035,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"2948","2",0.121739126741886,0.051739126741886,1,0,0,0,0,0,0,0,0,0,0,3,1,1
"2949","3",-0.0464082695543766,-0.0764082695543766,0,1,0,0,0,0,0,0,0,0,0,3,1,1
"2950","4",0.0191256832331419,0.0491256832331419,0,0,1,0,0,0,0,0,0,0,0,3,1,1
"2951","5",-0.0268096514046192,-0.0168096514046192,0,0,0,1,0,0,0,0,0,0,0,3,1,1
"2952","6",0.0781267210841179,0.0481267210841179,0,0,0,0,1,0,0,0,0,0,0,3,1,1
"2953","7",-0.0618556700646877,-0.111855670064688,0,0,0,0,0,1,0,0,0,0,0,3,1,1
"2954","8",0.119120880961418,0.079120880961418,0,0,0,0,0,0,1,0,0,0,0,3,1,1
"2955","9",-0.0866336598992348,-0.0666336598992348,0,0,0,0,0,0,0,1,0,0,0,3,1,1
"2956","10",-0.200542002916336,0.079457997083664,0,0,0,0,0,0,0,0,1,0,0,3,1,1
"2957","11",0.00122033862862736,0.0712203386286274,0,0,0,0,0,0,0,0,0,1,0,3,1,1
"2958","12",0.0205479450523853,-0.0694520549476147,0,0,0,0,0,0,0,0,0,0,1,3,1,1
"2959","2",-0.159286603331566,-0.039286603331566,1,0,0,0,0,0,0,0,0,0,0,3,3,1
"2960","3",0.0713240951299667,-0.0486759048700333,0,1,0,0,0,0,0,0,0,0,0,3,3,1
"2961","4",0.358825534582138,0.158825534582138,0,0,1,0,0,0,0,0,0,0,0,3,3,1
"2962","5",0.147355124354362,0.067355124354362,0,0,0,1,0,0,0,0,0,0,0,3,3,1
"2963","6",-0.147969216108322,-0.147969216108322,0,0,0,0,1,0,0,0,0,0,0,3,3,1
"2964","7",-0.0528214760124683,-0.172821476012468,0,0,0,0,0,1,0,0,0,0,0,3,3,1
"2965","8",0.161756694316864,0.111756694316864,0,0,0,0,0,0,1,0,0,0,0,3,3,1
"2966","9",0.140878140926361,0.060878140926361,0,0,0,0,0,0,0,1,0,0,0,3,3,1
"2967","10",0.00926113314926624,0.0492611331492662,0,0,0,0,0,0,0,0,1,0,0,3,3,1
"2968","11",0.164895787835121,0.114895787835121,0,0,0,0,0,0,0,0,0,1,0,3,3,1
"2969","12",-0.0740220546722412,-0.134022054672241,0,0,0,0,0,0,0,0,0,0,1,3,3,1
"2970","2",-0.313494801521301,-0.153494801521301,1,0,0,0,0,0,0,0,0,0,0,1,1,1
"2971","3",-0.0241935253143311,-0.184193525314331,0,1,0,0,0,0,0,0,0,0,0,1,1,1
"2972","4",0.18440081179142,-0.14559918820858,0,0,1,0,0,0,0,0,0,0,0,1,1,1
"2973","5",0.165285602211952,0.015285602211952,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"2974","6",-0.0797155424952507,-0.0597155424952507,0,0,0,0,1,0,0,0,0,0,0,1,1,1
"2975","7",0.0431069321930408,-0.0968930678069592,0,0,0,0,0,1,0,0,0,0,0,1,1,1
"2976","8",-0.0666666328907013,-0.156666632890701,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"2977","9",0.0781119018793106,-0.0318880981206894,0,0,0,0,0,0,0,1,0,0,0,1,1,1
"2978","10",-0.00542423082515597,0.064575769174844,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"2979","11",-0.137904196977615,-0.177904196977615,0,0,0,0,0,0,0,0,0,1,0,1,1,1
"2980","12",0.100316368043423,0.030316368043423,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"2981","2",0.00813003443181515,0.0681300344318151,1,0,0,0,0,0,0,0,0,0,0,2,1,2
"2982","3",-0.0419354438781738,0.0080645561218262,0,1,0,0,0,0,0,0,0,0,0,2,1,2
"2983","4",0.12079119682312,0.02079119682312,0,0,1,0,0,0,0,0,0,0,0,2,1,2
"2984","5",0,-0.04,0,0,0,1,0,0,0,0,0,0,0,2,1,2
"2985","6",-0.286518931388855,-0.266518931388855,0,0,0,0,1,0,0,0,0,0,0,2,1,2
"2986","7",-0.183157876133919,-0.173157876133919,0,0,0,0,0,1,0,0,0,0,0,2,1,2
"2987","8",-0.155927836894989,-0.105927836894989,0,0,0,0,0,0,1,0,0,0,0,2,1,2
"2988","9",-0.206106916069984,-0.066106916069984,0,0,0,0,0,0,0,1,0,0,0,2,1,2
"2989","10",0.236538469791412,0.186538469791412,0,0,0,0,0,0,0,0,1,0,0,2,1,2
"2990","11",0.00388803984969854,-0.0761119601503015,0,0,0,0,0,0,0,0,0,1,0,2,1,2
"2991","12",0.169635981321335,0.099635981321335,0,0,0,0,0,0,0,0,0,0,1,2,1,2
"2992","2",0.117628499865532,0.127628499865532,1,0,0,0,0,0,0,0,0,0,0,1,4,3
"2993","3",-0.0138261253014207,0.0061738746985793,0,1,0,0,0,0,0,0,0,0,0,1,4,3
"2994","4",0.214592263102531,0.164592263102531,0,0,1,0,0,0,0,0,0,0,0,1,4,3
"2995","5",0.0351000651717186,-0.0148999348282814,0,0,0,1,0,0,0,0,0,0,0,1,4,3
"2996","6",0.0762403830885887,0.166240383088589,0,0,0,0,1,0,0,0,0,0,0,1,4,3
"2997","7",-0.180376455187797,-0.160376455187797,0,0,0,0,0,1,0,0,0,0,0,1,4,3
"2998","8",-0.00902988854795694,-0.0190298885479569,0,0,0,0,0,0,1,0,0,0,0,1,4,3
"2999","9",-0.229106977581978,-0.109106977581978,0,0,0,0,0,0,0,1,0,0,0,1,4,3
"3000","10",-0.365417063236237,-0.165417063236237,0,0,0,0,0,0,0,0,1,0,0,1,4,3
"3001","11",-0.137307167053223,-0.017307167053223,0,0,0,0,0,0,0,0,0,1,0,1,4,3
"3002","12",-0.014188745059073,-0.124188745059073,0,0,0,0,0,0,0,0,0,0,1,1,4,3
"3003","2",0.069478839635849,0.229478839635849,1,0,0,0,0,0,0,0,0,0,0,2,2,3
"3004","3",0.0429234206676483,-0.117076579332352,0,1,0,0,0,0,0,0,0,0,0,2,2,3
"3005","4",0.262513965368271,-0.067486034631729,0,0,1,0,0,0,0,0,0,0,0,2,2,3
"3006","5",0.0669602826237679,-0.0830397173762321,0,0,0,1,0,0,0,0,0,0,0,2,2,3
"3007","6",0.0346820876002312,0.0546820876002312,0,0,0,0,1,0,0,0,0,0,0,2,2,3
"3008","7",0.000399051437852904,-0.139600948562147,0,0,0,0,0,1,0,0,0,0,0,2,2,3
"3009","8",0.1001061424613,0.0101061424613,0,0,0,0,0,0,1,0,0,0,0,2,2,3
"3010","9",0.180760264396668,0.070760264396668,0,0,0,0,0,0,0,1,0,0,0,2,2,3
"3011","10",-0.0289093647152185,0.0410906352847815,0,0,0,0,0,0,0,0,1,0,0,2,2,3
"3012","11",0.0700270533561707,0.0300270533561707,0,0,0,0,0,0,0,0,0,1,0,2,2,3
"3013","12",0.00885237753391266,-0.0611476224660873,0,0,0,0,0,0,0,0,0,0,1,2,2,3
"3014","1",-0.179608419537544,-0.149608419537544,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"3015","2",-0.0477366223931313,0.0622633776068687,1,0,0,0,0,0,0,0,0,0,0,3,1,1
"3016","3",0.161624893546104,0.041624893546104,0,1,0,0,0,0,0,0,0,0,0,3,1,1
"3017","4",0.136904776096344,-0.053095223903656,0,0,1,0,0,0,0,0,0,0,0,3,1,1
"3018","5",0.0556282363831997,-0.0143717636168003,0,0,0,1,0,0,0,0,0,0,0,3,1,1
"3019","6",-0.0632361769676208,-0.0832361769676208,0,0,0,0,1,0,0,0,0,0,0,3,1,1
"3020","7",0.0311052463948727,-0.0688947536051273,0,0,0,0,0,1,0,0,0,0,0,3,1,1
"3021","8",0.0603337958455086,0.0303337958455086,0,0,0,0,0,0,1,0,0,0,0,3,1,1
"3022","9",0.00363192893564701,-0.066368071064353,0,0,0,0,0,0,0,1,0,0,0,3,1,1
"3023","10",-0.0349819026887417,0.0050180973112583,0,0,0,0,0,0,0,0,1,0,0,3,1,1
"3024","11",0.0481250286102295,-0.0018749713897705,0,0,0,0,0,0,0,0,0,1,0,3,1,1
"3025","12",0.0727489143610001,0.0127489143610001,0,0,0,0,0,0,0,0,0,0,1,3,1,1
"3026","2",0.112255424261093,0.122255424261093,1,0,0,0,0,0,0,0,0,0,0,2,3,2
"3027","3",-0.0159259364008904,0.0040740635991096,0,1,0,0,0,0,0,0,0,0,0,2,3,2
"3028","4",0.171998485922813,0.121998485922813,0,0,1,0,0,0,0,0,0,0,0,2,3,2
"3029","5",0.147720053792,0.097720053792,0,0,0,1,0,0,0,0,0,0,0,2,3,2
"3030","6",0.0208449605852365,0.110844960585236,0,0,0,0,1,0,0,0,0,0,0,2,3,2
"3031","7",-0.23297244310379,-0.21297244310379,0,0,0,0,0,1,0,0,0,0,0,2,3,2
"3032","8",-0.0369840934872627,-0.0469840934872627,0,0,0,0,0,0,1,0,0,0,0,2,3,2
"3033","9",-0.347680926322937,-0.227680926322937,0,0,0,0,0,0,0,1,0,0,0,2,3,2
"3034","10",-0.197952196002007,0.00204780399799301,0,0,0,0,0,0,0,0,1,0,0,2,3,2
"3035","11",-0.179078042507172,-0.059078042507172,0,0,0,0,0,0,0,0,0,1,0,2,3,2
"3036","12",0.00388769572600722,-0.106112304273993,0,0,0,0,0,0,0,0,0,0,1,2,3,2
"3037","1",0.0802238807082176,-0.0297761192917824,0,0,0,0,0,0,0,0,0,0,0,3,3,2
"3038","2",0.0732297077775002,0.0232297077775002,1,0,0,0,0,0,0,0,0,0,0,3,3,2
"3039","3",0.0340356566011906,-0.0059643433988094,0,1,0,0,0,0,0,0,0,0,0,3,3,2
